Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Price per SqFt
888,908128060,85,4,64.0,7301,1,2,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,0,6,6,1,500.0,2,4,3,5,5,4,6,0.0,6,0.0,0.0,0.0,1,0,1,4,495,1427,0,1922,0.0,0.0,3,0,4,1,2,7,7,1,0,3,2003.0,1,2.0,672.0,4,4,2,0,0,177,0,0,0,3,4,3,0,7,2009,3,4,198500,6,6,103.27783558792925
889,908151050,60,4,75.0,7950,1,2,0,0,0,0,0,7,2,2,0,5,6,6,1977,1977,3,0,6,10,1,140.0,3,4,1,4,4,3,1,535.0,5,0.0,155.0,690.0,1,4,1,4,698,728,0,1426,0.0,0.0,1,1,3,1,4,6,7,0,5,1,1977.0,0,2.0,440.0,4,4,2,252,0,0,0,0,0,3,2,3,0,7,2009,9,4,159500,32,32,111.85133239831697
890,908152035,20,4,80.0,10682,1,2,3,3,0,4,0,7,2,2,0,2,4,6,1960,1971,1,0,6,6,3,0.0,3,4,1,4,4,3,2,399.0,5,0.0,615.0,1014.0,1,4,1,4,1149,0,0,1149,1.0,0.0,1,0,3,1,4,7,2,0,5,0,1968.0,0,1.0,544.0,4,4,2,0,240,0,0,0,0,3,2,3,0,7,2009,9,4,127000,49,38,110.53089643167972
891,908152100,80,4,72.0,7200,1,2,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,0,8,8,1,255.0,3,4,1,4,4,0,0,631.0,5,0.0,410.0,1041.0,1,0,1,4,1125,0,0,1125,1.0,0.0,1,0,3,1,4,6,7,1,1,5,1977.0,2,1.0,352.0,4,4,2,296,0,0,0,0,0,3,1,3,0,10,2009,9,0,125000,33,33,111.11111111111111
892,908154040,20,4,86.0,13286,1,2,0,3,0,4,0,7,2,2,0,2,9,5,2007,2008,3,0,5,5,2,340.0,0,4,2,0,4,3,2,1234.0,5,0.0,464.0,1698.0,1,0,1,4,1698,0,0,1698,1.0,0.0,2,0,3,1,0,8,7,1,2,1,2007.0,0,3.0,768.0,4,4,2,327,64,0,0,0,0,3,4,3,0,2,2009,9,4,320000,2,1,188.4570082449941
893,908186080,180,5,35.0,3675,1,2,3,3,0,4,0,7,2,2,4,6,6,5,2005,2006,1,0,12,13,1,80.0,3,4,5,2,4,1,2,547.0,5,0.0,0.0,547.0,1,2,1,4,1072,0,0,1072,1.0,0.0,1,0,2,1,4,5,7,0,5,2,2005.0,0,2.0,525.0,4,4,2,0,28,0,0,0,0,3,4,3,0,4,2009,9,4,145500,4,3,135.72761194029852
894,908201040,20,4,50.0,9405,1,2,3,3,0,4,0,7,2,2,0,2,5,9,1947,2008,3,0,12,13,3,0.0,3,0,1,4,4,3,5,0.0,5,0.0,698.0,698.0,1,0,1,4,698,0,0,698,0.0,1.0,1,0,2,1,4,4,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,200,0,0,0,0,3,4,3,0,6,2009,9,4,118000,62,1,169.054441260745
895,908203090,20,4,64.0,6410,1,2,3,1,0,4,1,7,2,2,0,2,4,5,1959,1959,1,0,0,0,3,0.0,3,4,1,4,4,3,3,332.0,4,243.0,301.0,876.0,1,4,1,0,876,0,0,876,0.0,0.0,1,0,3,1,4,5,7,0,5,5,1959.0,2,1.0,320.0,4,4,2,0,0,0,0,0,0,3,2,3,0,3,2009,9,4,85000,50,50,97.03196347031964
896,908225290,20,4,70.0,11767,1,2,3,3,0,4,0,7,2,2,0,2,5,5,1950,1950,1,0,8,8,3,0.0,3,4,1,1,4,2,4,1078.0,5,0.0,0.0,1078.0,1,4,1,0,1368,0,0,1368,1.0,0.0,1,0,3,1,4,6,2,0,5,1,1950.0,1,1.0,195.0,4,4,2,0,41,211,0,0,0,3,4,2,900,6,2009,9,4,120000,59,59,87.71929824561404
897,908225370,50,4,50.0,8405,1,2,3,3,0,4,0,7,2,2,0,0,4,3,1945,1950,1,0,14,15,3,0.0,3,4,3,5,5,4,6,0.0,6,0.0,0.0,0.0,5,4,0,1,1088,441,0,1529,0.0,0.0,2,0,4,1,4,9,4,0,5,5,1945.0,2,1.0,240.0,4,4,0,92,0,185,0,0,0,3,4,3,0,4,2009,9,4,98000,64,59,64.09417920209287
898,908229020,30,4,56.0,4060,1,2,3,3,0,0,0,7,1,2,0,2,5,8,1922,1950,1,0,13,14,3,0.0,3,4,2,1,4,3,5,0.0,5,0.0,864.0,864.0,1,0,1,4,864,0,0,864,0.0,0.0,1,0,2,1,4,4,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,96,0,0,0,0,3,4,3,0,7,2009,9,4,99900,87,59,115.625
899,908250030,20,4,74.0,10206,1,2,3,3,0,0,0,7,2,2,0,2,3,3,1952,1952,0,2,2,2,3,0.0,3,4,3,5,5,4,6,0.0,6,0.0,0.0,0.0,2,1,0,1,944,0,0,944,0.0,0.0,1,0,2,1,1,4,2,0,5,5,1956.0,2,2.0,528.0,4,1,2,0,0,0,0,0,0,3,4,3,0,7,2009,9,4,82000,57,57,86.86440677966101
900,908275040,90,4,65.0,10926,1,2,3,3,0,4,0,7,2,2,2,2,5,5,1959,1959,3,0,12,13,1,74.0,3,4,1,4,4,3,5,0.0,5,0.0,1678.0,1678.0,1,4,1,4,1678,0,0,1678,0.0,0.0,2,0,6,2,4,10,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,4,3,0,8,2009,9,4,119900,50,50,71.45411203814065
901,908275110,20,4,70.0,11767,1,2,3,3,0,4,0,7,2,2,0,2,5,5,1956,1956,3,0,6,6,1,259.0,3,4,1,4,4,3,4,546.0,5,0.0,604.0,1150.0,1,0,1,4,1560,0,0,1560,0.0,0.0,1,0,2,1,4,7,2,1,4,1,1956.0,2,1.0,313.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2009,9,4,103500,53,53,66.34615384615384
902,908276150,20,4,65.0,8926,1,2,0,3,0,0,0,7,2,2,0,2,4,3,1956,1956,1,0,0,0,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,672.0,672.0,1,0,1,0,960,0,0,960,0.0,0.0,1,0,3,1,4,5,7,0,5,2,1956.0,2,1.0,288.0,4,4,2,64,0,0,0,160,0,3,2,3,0,10,2009,0,0,112000,53,53,116.66666666666667
903,909101010,50,4,67.0,12354,1,0,3,3,0,0,0,7,2,2,0,0,6,8,1920,2000,1,0,13,14,3,0.0,3,4,0,4,1,2,5,0.0,5,0.0,684.0,684.0,1,2,1,4,684,512,0,1196,0.0,0.0,1,0,3,1,2,7,7,0,5,5,2005.0,2,2.0,528.0,4,4,2,0,46,0,0,0,0,3,0,2,800,8,2009,4,4,110000,89,9,91.97324414715719
904,909101100,50,4,45.0,8212,1,0,3,3,0,4,0,7,2,2,0,0,5,6,1941,1950,1,0,13,14,3,0.0,3,4,1,4,4,3,4,626.0,5,0.0,94.0,720.0,1,0,1,4,854,444,0,1298,0.0,0.0,1,0,3,1,4,6,7,2,2,5,1940.0,2,1.0,256.0,4,4,2,84,0,0,0,0,0,3,4,3,0,9,2009,9,4,122000,68,59,93.99075500770417
905,909101140,50,4,60.0,10998,1,0,3,3,0,4,0,7,2,2,0,0,5,5,1941,1960,1,0,13,14,3,0.0,3,4,1,4,4,3,3,408.0,1,420.0,156.0,984.0,1,0,1,4,984,620,0,1604,0.0,0.0,2,0,3,1,4,6,3,0,5,5,1977.0,2,2.0,660.0,4,4,2,0,68,0,0,0,0,3,4,3,0,7,2009,9,4,117000,68,49,72.9426433915212
906,909129090,50,3,70.0,6300,1,1,3,3,0,0,0,21,2,2,0,0,5,4,1938,1950,1,0,8,8,1,88.0,3,4,2,4,1,3,3,832.0,5,0.0,0.0,832.0,1,4,1,4,832,436,0,1268,0.0,0.0,1,1,3,1,4,7,7,2,2,2,1938.0,2,1.0,250.0,4,4,2,0,0,55,0,0,0,3,4,3,0,7,2009,9,0,160000,71,59,126.18296529968454
907,909129100,50,3,55.0,4500,1,1,1,0,0,4,0,21,2,2,0,0,5,5,1932,2000,1,0,12,12,3,0.0,3,4,0,4,4,3,4,182.0,5,0.0,611.0,793.0,1,0,1,4,848,672,0,1520,0.0,0.0,1,0,3,1,4,6,7,0,5,5,1968.0,2,1.0,281.0,4,4,2,0,0,56,0,0,0,3,4,3,0,7,2009,9,0,159434,77,9,104.89078947368421
908,909175080,30,4,60.0,8400,1,2,3,0,0,4,0,21,2,2,0,2,2,5,1920,1950,1,0,13,14,3,0.0,3,4,1,4,1,3,4,290.0,5,0.0,0.0,290.0,1,4,0,1,438,0,0,438,0.0,0.0,1,0,1,1,1,3,7,0,5,5,1930.0,2,1.0,246.0,4,4,0,0,0,0,0,0,0,3,4,3,0,1,2009,9,4,60000,89,59,136.986301369863
909,909178160,50,4,60.0,9900,1,2,3,3,0,4,0,21,2,2,0,0,6,7,1940,1950,1,0,12,13,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,778.0,778.0,1,4,1,4,944,545,0,1489,0.0,0.0,2,0,3,1,4,7,7,1,2,5,1940.0,2,1.0,240.0,4,4,2,335,0,0,0,0,0,3,1,3,0,7,2009,9,4,139500,69,59,93.68703828072532
911,909250080,70,4,43.0,5707,1,2,3,0,0,4,0,21,1,2,0,5,6,6,1935,1950,1,0,13,14,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,583.0,583.0,1,2,1,1,647,595,0,1242,0.0,0.0,1,1,3,1,4,6,7,1,2,5,1926.0,2,1.0,180.0,1,4,2,329,96,0,0,0,0,3,4,3,0,3,2009,9,4,105000,74,59,84.54106280193237
912,909250220,50,4,65.0,7804,1,2,3,3,0,4,0,21,2,2,0,0,4,3,1928,1950,1,0,14,10,3,0.0,3,4,0,4,4,3,1,622.0,5,0.0,500.0,1122.0,1,4,1,4,1328,653,0,1981,1.0,0.0,2,0,4,1,2,7,3,2,4,5,1981.0,2,2.0,576.0,4,4,2,431,44,0,0,0,0,3,2,3,0,12,2009,9,4,135000,81,59,68.14740030287733
913,909251050,30,4,64.0,8574,1,2,3,3,0,4,0,6,2,2,0,2,6,8,1916,2000,1,0,11,12,3,0.0,2,4,0,4,4,3,5,0.0,5,0.0,816.0,816.0,1,0,1,4,1232,0,0,1232,0.0,0.0,1,0,3,1,2,6,7,1,2,5,1916.0,2,2.0,440.0,4,4,2,0,0,180,0,0,0,3,4,3,0,10,2009,9,4,147500,93,9,119.72402597402598
914,909251170,50,4,51.0,6171,1,2,3,3,0,4,0,21,2,2,0,0,6,6,1925,1990,1,0,14,15,3,0.0,3,4,0,4,4,3,1,264.0,5,0.0,712.0,976.0,1,0,1,4,1160,448,0,1608,0.0,0.0,2,1,3,1,2,7,7,1,2,5,1925.0,2,1.0,216.0,1,4,2,147,16,0,0,0,0,3,2,3,0,10,2009,9,4,137450,84,19,85.47885572139303
915,909252020,70,4,60.0,7200,1,2,3,3,0,4,0,21,1,2,0,5,7,9,1936,2007,1,0,13,14,3,0.0,2,2,2,2,2,3,0,350.0,1,210.0,0.0,560.0,1,0,1,4,575,560,0,1135,1.0,0.0,1,0,3,1,2,6,7,0,5,5,1971.0,1,2.0,576.0,4,4,2,256,0,0,0,0,0,3,2,3,0,4,2009,9,4,155000,73,2,136.56387665198238
916,909253010,50,4,57.0,7558,1,2,3,0,0,4,0,6,2,2,0,0,6,6,1928,1950,1,0,3,11,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,896.0,896.0,1,2,1,4,1172,741,0,1913,0.0,0.0,1,1,3,1,4,9,7,1,4,5,1929.0,2,2.0,342.0,1,1,2,0,0,0,0,0,0,3,4,3,0,3,2009,9,4,177000,81,59,92.52483010977522
917,909253180,50,4,52.0,6292,1,2,3,3,0,4,0,21,2,2,0,0,7,7,1928,1950,1,0,13,14,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,861.0,861.0,1,2,1,4,877,600,0,1477,0.0,1.0,2,0,3,1,4,6,7,1,2,5,1928.0,2,1.0,216.0,4,4,2,0,50,0,0,0,0,3,4,3,0,8,2009,9,4,145000,81,59,98.1719702098849
918,909254010,70,4,53.0,7155,1,2,3,3,0,4,0,6,2,2,0,5,7,8,1918,1990,2,0,13,14,3,0.0,3,4,0,4,1,2,5,0.0,5,0.0,600.0,600.0,1,0,1,4,628,600,0,1228,0.0,0.0,1,0,3,1,4,6,7,1,2,5,1918.0,2,1.0,215.0,1,4,2,0,113,0,0,195,0,3,2,3,0,5,2009,9,4,137000,91,19,111.56351791530945
919,909257050,70,4,53.0,10918,1,2,3,3,0,4,0,6,2,2,0,5,7,9,1926,2004,2,0,8,8,3,0.0,2,4,0,2,4,3,5,0.0,5,0.0,1276.0,1276.0,1,0,1,4,1276,804,0,2080,0.0,0.0,1,1,3,1,2,9,7,2,2,5,1926.0,2,1.0,282.0,4,4,2,0,0,0,0,145,0,3,2,3,0,6,2009,9,4,234000,83,5,112.5
920,909275080,50,4,60.0,13680,1,2,3,1,0,4,1,6,2,2,0,0,5,6,1940,1950,1,0,13,14,3,0.0,3,4,1,4,4,3,0,728.0,5,0.0,112.0,840.0,1,0,1,4,840,727,0,1567,1.0,0.0,1,1,2,1,4,6,3,2,4,5,1961.0,2,2.0,440.0,4,4,2,0,21,150,0,0,0,3,0,3,0,2,2009,9,4,205000,69,59,130.82322910019144
921,909276110,70,4,70.0,7500,1,2,0,0,0,4,0,6,2,2,0,5,6,7,1942,1950,1,0,13,14,3,0.0,3,4,1,4,4,3,1,547.0,5,0.0,224.0,771.0,1,1,1,4,753,741,0,1494,0.0,0.0,1,0,3,1,2,7,7,2,2,1,1942.0,2,1.0,213.0,4,4,1,0,0,0,0,224,0,3,4,3,0,11,2009,9,4,177500,67,59,118.80856760374833
922,909276200,50,4,130.0,9600,1,2,0,1,0,4,0,6,2,2,0,0,5,7,1940,1950,1,0,8,8,3,0.0,2,2,0,4,1,3,4,428.0,5,0.0,300.0,728.0,1,0,1,4,976,332,0,1308,1.0,0.0,1,1,2,1,4,7,3,2,4,5,1940.0,2,1.0,256.0,4,4,2,0,70,0,0,0,0,3,4,3,0,6,2009,9,4,160000,69,59,122.32415902140673
923,909277090,20,4,80.0,14680,1,0,0,1,0,4,0,6,2,2,0,2,5,4,1960,1960,1,0,8,8,3,0.0,3,4,1,4,4,3,4,793.0,5,0.0,480.0,1273.0,1,0,1,4,1273,0,0,1273,0.0,0.0,1,0,2,1,4,5,7,0,5,1,1960.0,2,1.0,307.0,4,4,2,483,0,0,0,115,0,3,2,3,0,6,2009,9,4,155000,49,49,121.75962293794187
924,909277100,30,4,80.0,13360,1,0,0,1,0,4,0,6,2,2,0,2,5,7,1921,2006,1,0,13,14,3,0.0,3,2,0,2,4,3,0,713.0,5,0.0,163.0,876.0,1,0,1,4,964,0,0,964,1.0,0.0,1,0,2,1,4,5,7,0,5,5,1921.0,2,2.0,432.0,4,4,2,0,0,44,0,0,0,3,4,3,0,8,2009,9,4,163500,88,3,169.6058091286307
925,909278020,50,4,54.0,7681,1,2,0,3,0,2,0,6,2,2,0,0,5,6,1921,1950,1,0,13,14,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,731.0,731.0,1,0,1,4,820,523,0,1343,0.0,0.0,1,1,3,1,4,7,7,1,2,5,1921.0,2,1.0,186.0,1,4,2,192,0,102,0,0,0,3,4,3,0,7,2009,9,4,154900,88,59,115.33879374534624
926,909279010,90,4,70.0,8145,1,2,0,1,0,0,0,6,2,2,2,4,7,6,1940,1950,1,0,13,14,3,0.0,3,4,0,4,4,3,3,246.0,5,0.0,674.0,920.0,1,0,1,4,1240,1240,0,2480,0.0,0.0,2,1,5,2,4,13,7,2,2,5,1940.0,2,2.0,400.0,4,4,2,0,0,57,0,0,0,3,4,3,0,7,2009,9,4,205000,69,59,82.66129032258064
927,909282130,20,4,70.0,9100,1,2,3,3,0,4,0,6,1,2,0,2,5,6,1954,1954,1,0,3,3,3,0.0,3,2,0,4,4,2,4,154.0,0,694.0,264.0,1112.0,1,0,1,4,1112,0,0,1112,1.0,0.0,1,0,2,1,4,6,7,1,2,1,1954.0,2,1.0,390.0,4,4,2,0,0,0,0,0,0,3,2,3,0,10,2009,9,3,144800,55,55,130.2158273381295
928,909425060,70,4,75.0,12000,1,2,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,0,8,8,3,0.0,3,4,1,4,4,3,4,275.0,5,0.0,429.0,704.0,1,0,1,4,860,704,0,1564,0.0,0.0,1,1,3,1,1,7,7,1,2,1,1941.0,2,1.0,234.0,4,4,2,0,0,0,0,0,0,3,4,3,0,7,2009,9,4,174500,68,59,111.57289002557545
929,909425130,20,4,90.0,13339,1,2,0,3,0,4,0,6,2,2,0,2,6,6,1960,1960,1,0,6,10,2,132.0,3,4,1,4,4,3,3,65.0,1,875.0,621.0,1561.0,1,4,1,4,1561,0,0,1561,1.0,0.0,2,0,3,1,4,6,7,1,2,1,1960.0,0,2.0,463.0,4,4,2,0,148,0,0,120,0,3,4,3,0,5,2009,9,4,193000,49,49,123.63869314541961
930,909426090,50,4,78.0,15600,1,2,3,0,0,4,0,6,2,2,0,0,5,7,1949,2005,1,0,2,2,3,0.0,3,4,0,4,4,3,1,312.0,4,507.0,248.0,1067.0,2,1,0,4,986,537,0,1523,1.0,0.0,2,0,3,1,1,7,1,1,4,1,1949.0,2,1.0,295.0,4,4,2,0,0,81,0,0,0,3,4,3,0,10,2009,9,4,158000,60,4,103.74261326329612
931,909427200,20,4,80.0,14000,1,2,3,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,0,6,6,3,0.0,3,2,1,4,4,3,5,0.0,5,0.0,1092.0,1092.0,1,0,1,4,1152,0,0,1152,0.0,1.0,1,0,3,1,2,6,7,1,2,1,1950.0,2,1.0,300.0,4,4,2,0,36,0,0,0,0,3,0,3,0,8,2009,9,3,158500,59,5,137.58680555555554
933,909451040,160,5,24.0,1733,1,2,3,3,0,4,0,1,2,2,3,5,6,6,1980,1980,1,0,8,8,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,516.0,516.0,1,4,1,4,516,516,0,1032,0.0,0.0,1,0,2,1,4,5,7,1,4,5,1980.0,2,2.0,452.0,4,4,2,279,0,0,0,0,0,3,0,3,0,5,2009,9,4,115000,29,29,111.43410852713178
934,909451100,160,5,24.0,1488,1,2,3,3,0,4,0,1,2,2,4,5,6,6,1980,1992,1,0,8,8,3,0.0,3,2,1,2,4,2,0,471.0,5,0.0,90.0,561.0,1,4,1,4,561,668,0,1229,1.0,0.0,1,1,2,1,2,5,7,1,4,1,1980.0,0,2.0,462.0,4,4,2,176,0,0,0,0,0,3,0,3,0,10,2009,9,4,137000,29,17,111.47274206672091
935,909451140,160,5,24.0,1612,1,2,3,3,0,4,0,1,2,2,3,5,6,6,1980,1980,1,0,8,8,3,0.0,3,4,1,2,4,3,5,0.0,5,0.0,561.0,561.0,1,4,1,4,561,668,0,1229,0.0,0.0,1,1,2,1,4,5,7,1,4,1,1980.0,0,2.0,462.0,4,4,2,154,0,0,0,0,0,3,2,3,0,7,2009,9,4,121000,29,29,98.4540276647681
937,909452050,80,4,70.0,13607,1,2,0,3,0,4,0,6,2,2,0,7,6,6,1986,1986,1,0,12,13,1,242.0,3,2,1,4,4,3,0,454.0,5,0.0,118.0,572.0,1,2,1,4,1182,800,0,1982,1.0,0.0,2,1,3,1,4,6,7,1,4,3,1986.0,0,2.0,501.0,4,4,2,400,112,0,0,0,0,3,4,2,1500,4,2009,9,4,208000,23,23,104.94450050454087
940,910202070,70,5,59.0,10690,1,2,3,3,0,4,0,11,2,2,0,5,5,7,1920,1997,3,0,12,13,3,0.0,3,2,1,4,1,3,4,456.0,5,0.0,216.0,672.0,1,2,1,0,672,672,0,1344,0.0,0.0,1,0,3,1,4,6,7,0,5,5,1964.0,2,1.0,468.0,4,1,2,0,128,218,0,0,0,3,4,3,0,7,2009,9,4,147000,89,12,109.375
941,910204050,70,5,50.0,8660,1,2,3,0,0,4,0,11,2,2,0,5,5,6,1900,1993,2,0,0,0,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,760.0,760.0,1,0,0,4,928,928,312,2168,0.0,0.0,2,0,5,1,2,11,7,0,5,5,1998.0,2,2.0,576.0,4,4,2,467,160,78,0,0,0,3,4,3,0,12,2009,9,4,123000,109,16,56.73431734317343
942,910205020,70,5,60.0,6402,1,2,3,3,0,0,0,11,2,2,0,5,5,5,1920,1950,1,0,13,15,3,0.0,3,4,2,4,4,2,5,0.0,5,0.0,596.0,596.0,1,4,0,4,596,596,0,1192,0.0,0.0,1,0,3,1,4,6,7,0,5,5,1920.0,2,1.0,189.0,1,1,0,0,0,137,0,0,0,3,1,3,0,7,2009,9,4,78000,89,59,65.43624161073825
943,911103050,50,1,105.0,8470,1,2,0,3,0,0,0,11,1,1,0,0,3,2,1915,1982,3,0,9,10,3,0.0,1,1,1,4,1,3,5,0.0,5,0.0,1013.0,1013.0,1,4,0,4,1013,0,513,1526,0.0,0.0,1,0,2,1,1,6,7,0,5,6,0.0,3,0.0,0.0,5,5,0,0,0,156,0,0,0,3,2,3,0,10,2009,3,0,85000,94,27,55.70117955439056
944,911104060,30,1,60.0,10200,1,0,3,3,0,4,0,11,2,2,0,2,4,6,1925,1950,1,0,8,8,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,572.0,572.0,1,1,0,2,572,0,0,572,0.0,0.0,1,0,2,1,4,4,7,0,5,5,1940.0,2,1.0,200.0,4,4,0,0,0,72,0,0,0,3,4,3,0,5,2009,9,4,75000,84,59,131.11888111888112
945,911370500,120,5,44.0,3843,1,2,0,1,0,4,1,6,2,2,4,2,8,5,2007,2008,3,0,5,5,2,174.0,0,4,2,0,4,1,2,1476.0,5,0.0,120.0,1596.0,1,0,1,4,1648,0,0,1648,1.0,1.0,2,0,2,1,0,5,7,1,2,1,2007.0,0,2.0,482.0,4,4,2,162,53,0,153,0,0,3,4,3,0,6,2009,6,5,230000,2,1,139.5631067961165
947,914465020,60,4,75.0,10125,1,2,3,3,0,4,0,14,2,2,0,5,8,5,2000,2001,1,0,5,5,3,0.0,2,4,2,2,4,3,0,445.0,1,250.0,412.0,1107.0,1,0,1,4,1040,1012,0,2052,0.0,0.0,2,1,3,1,2,7,7,1,4,3,2000.0,0,3.0,642.0,4,4,2,210,91,0,0,0,0,3,4,3,0,5,2009,9,4,251000,9,8,122.31968810916179
948,914465040,50,4,48.0,12822,1,2,0,3,0,1,0,14,2,2,0,0,7,5,2003,2003,1,0,12,13,3,0.0,2,4,2,0,4,3,2,1351.0,5,0.0,83.0,1434.0,1,0,1,4,1518,631,0,2149,1.0,0.0,1,1,1,1,2,6,7,1,0,1,2003.0,1,2.0,670.0,4,4,2,168,43,0,0,198,0,3,4,3,0,8,2009,9,0,239686,6,6,111.53373662168451
949,914465055,20,4,43.0,12118,1,2,0,3,0,1,0,14,2,2,0,2,7,5,2004,2005,3,0,12,13,2,108.0,2,4,2,0,4,2,5,0.0,5,0.0,1710.0,1710.0,1,0,1,4,1710,0,0,1710,0.0,0.0,2,0,3,1,2,7,7,1,2,1,2004.0,0,2.0,550.0,4,4,2,100,48,0,0,180,0,3,4,3,0,4,2009,9,4,240000,5,4,140.35087719298247
950,914474070,60,4,71.0,12209,1,2,0,3,0,1,0,14,2,2,0,5,6,5,2001,2002,1,0,12,13,3,0.0,3,4,2,0,4,3,0,690.0,5,0.0,114.0,804.0,1,0,1,4,804,1157,0,1961,1.0,0.0,2,1,3,1,2,7,7,1,4,3,2001.0,0,2.0,560.0,4,4,2,125,192,0,0,0,0,3,4,3,0,6,2009,9,4,215000,8,7,109.63793982661907
951,914475010,85,4,75.0,9750,1,2,3,3,0,4,0,14,2,2,0,6,6,6,1977,1977,1,0,9,10,3,0.0,3,4,1,4,4,0,0,767.0,5,0.0,135.0,902.0,1,0,1,4,926,0,0,926,1.0,0.0,1,0,2,1,4,5,7,1,4,1,1977.0,2,1.0,351.0,4,4,2,319,0,0,0,0,0,3,2,3,0,4,2009,9,4,156450,32,32,168.9524838012959
952,914475030,85,4,72.0,9360,1,2,3,0,0,4,0,14,2,2,0,6,6,7,1977,1977,1,0,9,10,3,0.0,3,4,1,2,4,0,2,841.0,3,116.0,0.0,957.0,1,4,1,4,1287,0,0,1287,1.0,0.0,1,1,2,1,4,5,7,2,1,1,1977.0,1,2.0,541.0,4,4,2,302,39,0,0,120,0,3,1,3,0,11,2009,9,4,173000,32,32,134.4211344211344
953,914476020,90,4,75.0,10125,1,2,3,3,0,4,0,14,2,2,2,0,5,5,1977,1977,1,0,9,10,3,0.0,3,4,1,5,5,4,6,0.0,6,0.0,0.0,0.0,1,4,1,4,1302,432,0,1734,0.0,0.0,2,0,4,2,2,8,7,0,5,1,1977.0,2,2.0,539.0,4,4,2,0,0,0,0,0,0,3,4,3,0,8,2009,0,4,126000,32,32,72.66435986159169
954,914476380,80,4,74.0,9947,1,2,0,3,0,1,0,14,2,2,0,7,7,5,1990,1991,1,0,6,6,3,0.0,3,4,2,2,4,0,2,611.0,5,0.0,577.0,1188.0,1,0,1,4,1217,0,0,1217,1.0,0.0,2,0,3,1,2,6,7,0,5,1,1990.0,2,2.0,497.0,4,4,2,168,27,0,0,0,0,3,0,3,0,6,2009,9,4,173000,19,18,142.15283483976992
955,914476430,20,4,82.0,11070,1,2,3,3,0,4,0,14,2,2,0,2,5,5,1991,1991,1,0,6,6,3,0.0,3,4,2,2,4,3,1,55.0,5,0.0,1527.0,1582.0,1,4,1,4,1595,0,0,1595,1.0,0.0,2,0,2,1,4,5,7,0,5,5,1991.0,2,2.0,672.0,4,4,2,0,0,0,0,0,0,3,4,3,0,4,2009,0,0,152000,18,18,95.29780564263324
956,916176030,20,4,82.0,14375,1,2,0,3,1,1,0,26,2,2,0,7,6,6,1958,1958,1,0,6,6,1,541.0,3,4,1,4,4,3,2,111.0,4,354.0,354.0,819.0,1,2,1,0,1344,0,0,1344,0.0,1.0,1,0,3,1,2,7,7,1,2,2,1958.0,1,2.0,525.0,4,4,2,0,118,0,0,233,0,3,4,3,0,1,2009,0,0,137500,51,51,102.30654761904762
958,916380070,20,4,89.0,12898,1,2,0,1,0,4,0,26,2,2,0,2,9,5,2007,2008,3,0,12,13,2,70.0,2,4,2,0,4,1,2,1022.0,5,0.0,598.0,1620.0,1,0,1,4,1620,0,0,1620,1.0,0.0,2,0,2,1,0,6,7,1,0,1,2008.0,0,3.0,912.0,4,4,2,228,0,0,0,0,0,3,4,3,0,9,2009,9,4,315500,2,1,194.7530864197531
